33 28
69 29
80 40
6 30 0
6 31 0
6 32 1
6 33 0
6 34 1
6 35 0
6 36 0
6 37 0
6 38 0
6 39 0
6 40 0
7 1 0
7 2 1
7 3 0
7 4 0
7 5 1
7 6 0
7 7 1
7 8 0
7 9 0
7 10 1
7 11 0
7 12 0
7 13 0
7 14 0
7 15 0
7 16 1
7 17 0
7 18 1
7 19 0
7 20 0
7 21 1
7 22 0
7 23 0
7 24 0
7 25 0
7 26 0
7 27 1
7 28 0
7 29 0
7 30 0
7 31 0
7 32 0
7 33 1
7 34 1
7 35 0
7 36 0
7 37 0
7 38 0
7 39 0
7 40 0
8 1 0
8 2 0
8 3 1
8 4 1
8 5 1
8 6 1
8 7 0
8 8 0
8 9 0
8 10 1
8 11 1
8 12 0
8 13 0
8 14 0
8 15 0
8 16 1
8 17 0
8 18 0
8 19 0
8 20 1
8 21 0
8 22 1
8 23 1
8 24 0
8 25 0
8 26 0
8 27 0
8 28 0
8 29 0
8 30 0
8 31 0
8 32 0
8 33 0
8 34 0
8 35 0
8 36 1
8 37 0
8 38 1
8 39 0
8 40 0
9 1 0
9 2 0
9 3 0
9 4 0
9 5 0
9 6 0
9 7 1
9 8 0
9 9 0
9 10 0
9 11 1
9 12 0
9 13 0
9 14 1
9 15 0
9 16 0
9 17 1
9 18 0
9 19 0
9 20 0
9 21 1
9 22 0
9 23 0
9 24 0
9 25 0
9 26 0
9 27 1
9 28 0
9 29 0
9 30 0
9 31 0
9 32 0
9 33 1
9 34 1
9 35 0
9 36 0
9 37 1
9 38 0
9 39 0
9 40 0
10 1 0
10 2 0
10 3 0
10 4 0
10 5 0
10 6 1
10 7 0
10 8 0
10 9 0
10 10 1
10 11 1
10 12 0
10 13 0
10 14 0
10 15 0
10 16 1
10 17 0
10 18 1
10 19 1
10 20 1
10 21 0
10 22 1
10 23 0
10 24 0
10 25 1
10 26 0
10 27 1
10 28 0
10 29 1
10 30 0
10 31 0
10 32 0
10 33 0
10 34 1
10 35 0
10 36 1
10 37 1
10 38 0
10 39 0
10 40 1
11 1 1
11 2 0
11 3 1
11 4 1
11 5 1
11 6 0
11 7 0
11 8 0
11 9 0
11 10 0
11 11 0
11 12 0
11 13 1
11 14 0
11 15 1
11 16 0
11 17 1
11 18 1
11 19 1
11 20 1
11 21 0
11 22 0
11 23 0
11 24 1
11 25 0
11 26 1
11 27 0
11 28 0
11 29 1
11 30 0
11 31 0
11 32 0
11 33 1
11 34 0
11 35 0
11 36 0
11 37 0
11 38 0
11 39 1
11 40 1
12 1 0
12 2 0
12 3 0
12 4 0
12 5 1
12 6 0
12 7 0
12 8 0
12 9 0
12 10 0
12 11 0
12 12 1
12 13 0
12 14 1
12 15 0
12 16 0
12 17 1
12 18 0
12 19 0
12 20 0
12 21 1
12 22 1
12 23 0
12 24 0
12 25 0
12 26 0
12 27 1
12 28 1
12 29 0
12 30 0
12 31 1
12 32 0
12 33 0
12 34 0
12 35 1
12 36 1
12 37 0
12 38 0
12 39 1
12 40 0
13 1 0
13 2 0
13 3 0
13 4 0
13 5 1
13 6 0
13 7 0
13 8 1
13 9 0
13 10 1
13 11 1
13 12 0
13 13 0
13 14 0
13 15 0
13 16 0
13 17 1
13 18 1
13 19 0
13 20 0
13 21 0
13 22 0
13 23 0
13 24 1
13 25 0
13 26 0
13 27 0
13 28 0
13 29 0
13 30 0
13 31 1
13 32 1
13 33 0
13 34 0
13 35 1
13 36 0
13 37 0
13 38 0
13 39 1
13 40 0
14 1 0
14 2 1
14 3 0
14 4 0
14 5 0
14 6 0
14 7 1
14 8 0
14 9 0
14 10 1
14 11 0
14 12 0
14 13 0
14 14 0
14 15 0
14 16 0
14 17 0
14 18 0
14 19 0
14 20 0
14 21 0
14 22 1
14 23 0
14 24 0
14 25 0
14 26 0
14 27 0
14 28 1
14 29 0
14 30 0
14 31 0
14 32 1
14 33 0
14 34 0
14 35 0
14 36 1
14 37 0
14 38 0
14 39 1
14 40 0
15 1 0
15 2 0
15 3 0
15 4 0
15 5 1
15 6 0
15 7 0
15 8 0
15 9 0
15 10 0
15 11 0
15 12 0
15 13 0
15 14 0
15 15 0
15 16 0
15 17 1
15 18 1
15 19 0
15 20 1
15 21 1
15 22 0
15 23 0
15 24 0
15 25 0
15 26 1
15 27 1
15 28 0
15 29 0
15 30 0
15 31 1
15 32 0
15 33 0
15 34 0
15 35 0
15 36 0
15 37 0
15 38 0
15 39 0
15 40 0
16 1 0
16 2 0
16 3 0
16 4 1
16 5 1
16 6 0
16 7 0
16 8 0
16 9 0
16 10 0
16 11 0
16 12 0
16 13 0
16 14 1
16 15 0
16 16 0
16 17 1
16 18 0
16 19 1
16 20 0
16 21 0
16 22 0
16 23 0
16 24 0
16 25 1
16 26 0
16 27 0
16 28 0
16 29 0
16 30 0
16 31 1
16 32 1
16 33 1
16 34 1
16 35 0
16 36 0
16 37 0
16 38 0
16 39 0
16 40 0
17 1 1
17 2 1
17 3 0
17 4 0
17 5 0
17 6 0
17 7 1
17 8 0
17 9 0
17 10 1
17 11 0
17 12 0
17 13 0
17 14 0
17 15 0
17 16 0
17 17 1
17 18 0
17 19 0
17 20 0
17 21 0
17 22 1
17 23 0
17 24 1
17 25 1
17 26 0
17 27 0
17 28 0
17 29 1
17 30 0
17 31 0
17 32 1
17 33 0
17 34 0
17 35 0
17 36 0
17 37 0
17 38 1
17 39 0
17 40 0
18 1 0
18 2 0
18 3 0
18 4 0
18 5 0
18 6 0
18 7 0
18 8 0
18 9 0
18 10 0
18 11 0
18 12 0
18 13 0
18 14 0
18 15 0
18 16 0
18 17 0
18 18 0
18 19 0
18 20 0
18 21 0
18 22 0
18 23 1
18 24 0
18 25 0
18 26 0
18 27 0
18 28 0
18 29 0
18 30 0
18 31 0
18 32 1
18 33 0
18 34 0
18 35 0
18 36 1
18 37 0
18 38 0
18 39 0
18 40 0
19 1 0
19 2 0
19 3 0
19 4 0
19 5 0
19 6 0
19 7 1
19 8 1
19 9 1
19 10 0
19 11 0
19 12 0
19 13 0
19 14 0
19 15 0
19 16 0
19 17 0
19 18 0
19 19 0
19 20 0
19 21 1
19 22 0
19 23 0
19 24 0
19 25 0
19 26 0
19 27 0
19 28 0
19 29 0
19 30 0
19 31 0
19 32 0
19 33 0
19 34 0
19 35 1
19 36 0
19 37 0
19 38 1
19 39 0
19 40 0
20 1 1
20 2 0
20 3 1
20 4 0
20 5 0
20 6 0
20 7 0
20 8 0
20 9 0
20 10 1
20 11 0
20 12 0
20 13 0
20 14 0
20 15 0
20 16 0
20 17 1
20 18 0
20 19 0
20 20 0
20 21 0
20 22 0
20 23 0
20 24 0
20 25 0
20 26 1
20 27 0
20 28 0
20 29 1
20 30 0
20 31 0
20 32 0
20 33 1
20 34 0
20 35 0
20 36 0
20 37 0
20 38 1
20 39 0
20 40 0
21 1 1
21 2 0
21 3 0
21 4 1
21 5 0
21 6 0
21 7 0
21 8 0
21 9 0
21 10 1
21 11 1
21 12 0
21 13 0
21 14 1
21 15 1
21 16 0
21 17 1
21 18 1
21 19 0
21 20 0
21 21 0
21 22 0
21 23 0
21 24 0
21 25 0
21 26 0
21 27 0
21 28 1
21 29 0
21 30 1
21 31 0
21 32 0
21 33 1
21 34 0
21 35 1
21 36 0
21 37 1
21 38 0
21 39 1
21 40 0
22 1 0
22 2 1
22 3 1
22 4 0
22 5 0
22 6 0
22 7 0
22 8 0
22 9 0
22 10 0
22 11 0
22 12 0
22 13 0
22 14 0
22 15 0
22 16 0
22 17 0
22 18 0
22 19 0
22 20 0
22 21 0
22 22 0
22 23 0
22 24 0
22 25 0
22 26 1
22 27 0
22 28 0
22 29 0
22 30 0
22 31 0
22 32 0
22 33 1
22 34 0
22 35 1
22 36 1
22 37 0
22 38 0
22 39 0
22 40 0
23 1 0
23 2 0
23 3 0
23 4 0
23 5 1
23 6 1
23 7 0
23 8 1
23 9 0
23 10 1
23 11 0
23 12 0
23 13 0
23 14 0
23 15 0
23 16 0
23 17 0
23 18 1
23 19 0
23 20 0
23 21 1
23 22 0
23 23 0
23 24 0
23 25 0
23 26 0
23 27 0
23 28 0
23 29 1
23 30 1
23 31 0
23 32 0
23 33 0
23 34 0
23 35 0
23 36 0
23 37 0
23 38 0
23 39 1
23 40 1
24 1 0
24 2 0
24 3 1
24 4 0
24 5 1
24 6 0
24 7 0
24 8 1
24 9 0
24 10 0
24 11 0
24 12 0
24 13 0
24 14 1
24 15 1
24 16 0
24 17 0
24 18 0
24 19 0
24 20 0
24 21 0
24 22 1
24 23 0
24 24 0
24 25 0
24 26 0
24 27 0
24 28 1
24 29 0
24 30 1
24 31 0
24 32 0
24 33 1
24 34 0
24 35 0
24 36 0
24 37 0
24 38 0
24 39 1
24 40 0
25 1 0
25 2 0
25 3 0
25 4 0
25 5 1
25 6 0
25 7 0
25 8 0
25 9 1
25 10 0
25 11 0
25 12 1
25 13 1
25 14 0
25 15 0
25 16 0
25 17 0
25 18 0
25 19 0
25 20 0
25 21 0
25 22 0
25 23 0
25 24 0
25 25 0
25 26 0
25 27 1
25 28 0
25 29 0
25 30 1
25 31 0
25 32 0
25 33 0
25 34 1
25 35 0
25 36 0
25 37 0
25 38 0
25 39 0
25 40 0
26 1 1
26 2 0
26 3 0
26 4 1
26 5 0
26 6 0
26 7 0
26 8 0
26 9 0
26 10 1
26 11 0
26 12 0
26 13 1
26 14 0
26 15 0
26 16 0
26 17 0
26 18 0
26 19 0
26 20 1
26 21 0
26 22 0
26 23 1
26 24 0
26 25 0
26 26 0
26 27 1
26 28 1
26 29 0
26 30 0
26 31 0
26 32 0
26 33 0
26 34 0
26 35 0
26 36 0
26 37 0
26 38 0
26 39 0
26 40 1
27 1 0
27 2 0
27 3 0
27 4 1
27 5 1
27 6 0
27 7 0
27 8 0
27 9 0
27 10 0
27 11 0
27 12 0
27 13 0
27 14 0
27 15 0
27 16 0
27 17 1
27 18 0
27 19 0
27 20 1
27 21 0
27 22 0
27 23 1
27 24 0
27 25 1
27 26 0
27 27 1
27 28 0
27 29 0
27 30 0
27 31 1
27 32 1
27 33 0
27 34 0
27 35 1
27 36 0
27 37 0
27 38 1
27 39 0
27 40 0
28 1 0
28 2 0
28 3 1
28 4 0
28 5 1
28 6 0
28 7 0
28 8 1
28 9 1
28 10 0
28 11 0
28 12 0
28 13 0
28 14 0
28 15 0
28 16 0
28 17 1
28 18 0
28 19 1
28 20 1
28 21 0
28 22 0
28 23 0
28 24 0
28 25 0
28 26 0
28 27 0
28 28 0
28 29 0
28 30 0
28 31 0
28 32 0
28 33 0
28 34 0
28 35 1
28 36 0
28 37 0
28 38 1
28 39 0
28 40 0
29 1 1
29 2 0
29 3 0
29 4 0
29 5 0
29 6 1
29 7 0
29 8 1
29 9 1
29 10 0
29 11 0
29 12 0
29 13 1
29 14 0
29 15 0
29 16 0
29 17 1
29 18 1
29 19 0
29 20 1
29 21 0
29 22 0
29 23 0
29 24 1
29 25 0
29 26 1
29 27 0
29 28 1
29 29 0
29 30 0
29 31 0
29 32 0
29 33 1
29 34 0
29 35 0
29 36 0
29 37 0
29 38 0
29 39 0
29 40 0
30 1 0
30 2 0
30 3 1
30 4 0
30 5 1
30 6 0
30 7 0
30 8 0
30 9 0
30 10 0
30 11 0
30 12 0
30 13 0
30 14 0
30 15 0
30 16 1
30 17 1
30 18 0
30 19 0
30 20 0
30 21 1
30 22 1
30 23 0
30 24 1
30 25 0
30 26 1
30 27 0
30 28 0
30 29 1
30 30 0
30 31 0
30 32 1
30 33 0
30 34 0
30 35 1
30 36 0
30 37 0
30 38 0
30 39 0
30 40 0
31 1 0
31 2 0
31 3 0
31 4 1
31 5 0
31 6 0
31 7 0
31 8 1
31 9 0
31 10 0
31 11 0
31 12 0
31 13 0
31 14 0
31 15 0
31 16 0
31 17 0
31 18 0
31 19 1
31 20 0
31 21 0
31 22 0
31 23 0
31 24 1
31 25 0
31 26 0
31 27 1
31 28 0
31 29 0
31 30 0
31 31 0
31 32 1
31 33 0
31 34 0
31 35 1
31 36 1
31 37 0
31 38 0
31 39 1
31 40 0
32 1 0
32 2 1
32 3 0
32 4 1
32 5 1
32 6 1
32 7 0
32 8 0
32 9 0
32 10 0
32 11 1
32 12 1
32 13 0
32 14 0
32 15 0
32 16 0
32 17 0
32 18 1
32 19 0
32 20 1
32 21 0
32 22 0
32 23 1
32 24 0
32 25 0
32 26 0
32 27 0
32 28 1
32 29 0
32 30 0
32 31 0
32 32 0
32 33 0
32 34 1
32 35 1
32 36 1
32 37 0
32 38 0
32 39 1
32 40 0
33 1 0
33 2 0
33 3 0
33 4 0
33 5 0
33 6 0
33 7 0
33 8 0
33 9 1
33 10 0
33 11 1
33 12 1
33 13 0
33 14 0
33 15 0
33 16 0
33 17 0
33 18 0
33 19 1
33 20 0
33 21 0
33 22 0
33 23 1
33 24 0
33 25 0
33 26 1
33 27 1
33 28 1
33 29 1
33 30 1
33 31 1
33 32 0
33 33 0
33 34 0
33 35 0
33 36 0
33 37 1
33 38 1
33 39 1
33 40 0
34 1 1
34 2 0
34 3 0
34 4 0
34 5 0
34 6 0
34 7 0
34 8 0
34 9 0
34 10 0
34 11 0
34 12 1
34 13 0
34 14 0
34 15 0
34 16 1
34 17 1
34 18 0
34 19 1
34 20 1
34 21 0
34 22 0
34 23 0
34 24 0
34 25 0
34 26 1
34 27 1
34 28 0
34 29 1
34 30 0
34 31 0
34 32 1
34 33 0
34 34 1
34 35 0
34 36 0
34 37 0
34 38 1
34 39 0
34 40 0
35 1 0
35 2 0
35 3 1
35 4 0
35 5 0
35 6 1
35 7 0
35 8 1
35 9 0
35 10 1
35 11 1
35 12 1
35 13 0
35 14 0
35 15 0
35 16 0
35 17 0
35 18 0
35 19 0
35 20 1
35 21 0
35 22 0
35 23 0
35 24 1
35 25 0
35 26 0
35 27 1
35 28 1
35 29 0
35 30 0
35 31 0
35 32 0
35 33 0
35 34 1
35 35 0
35 36 0
35 37 0
35 38 0
35 39 0
35 40 0
36 1 0
36 2 0
36 3 0
36 4 1
36 5 0
36 6 0
36 7 1
36 8 0
36 9 0
36 10 1
36 11 0
36 12 0
36 13 0
36 14 0
36 15 1
36 16 0
36 17 1
36 18 0
36 19 0
36 20 0
36 21 0
36 22 0
36 23 0
36 24 1
36 25 1
36 26 0
36 27 1
36 28 0
36 29 0
36 30 0
36 31 0
36 32 0
36 33 0
36 34 0
36 35 0
36 36 1
36 37 1
36 38 0
36 39 0
36 40 0
37 1 0
37 2 0
37 3 0
37 4 0
37 5 0
37 6 0
37 7 0
37 8 0
37 9 0
37 10 1
37 11 1
37 12 0
37 13 0
37 14 0
37 15 1
37 16 0
37 17 0
37 18 0
37 19 0
37 20 1
37 21 1
37 22 0
37 23 1
37 24 0
37 25 1
37 26 1
37 27 1
37 28 0
37 29 0
37 30 0
37 31 1
37 32 1
37 33 0
37 34 1
37 35 0
37 36 0
37 37 0
37 38 0
37 39 0
37 40 0
38 1 0
38 2 0
38 3 0
38 4 1
38 5 0
38 6 0
38 7 0
38 8 0
38 9 0
38 10 0
38 11 0
38 12 1
38 13 0
38 14 0
38 15 1
38 16 0
38 17 0
38 18 0
38 19 1
38 20 0
38 21 0
38 22 0
38 23 0
38 24 0
38 25 0
38 26 1
38 27 0
38 28 0
38 29 0
38 30 0
38 31 0
38 32 0
38 33 0
38 34 0
38 35 1
38 36 0
38 37 0
38 38 0
38 39 0
38 40 0
39 1 1
39 2 0
39 3 0
39 4 0
39 5 1
39 6 0
39 7 0
39 8 0
39 9 0
39 10 0
39 11 1
39 12 0
39 13 0
39 14 1
39 15 0
39 16 0
39 17 0
39 18 0
39 19 0
39 20 0
39 21 0
39 22 0
39 23 0
39 24 0
39 25 0
39 26 0
39 27 1
39 28 0
39 29 0
39 30 1
39 31 0
39 32 0
39 33 1
39 34 1
39 35 0
39 36 0
39 37 0
39 38 0
39 39 0
39 40 0
40 1 1
40 2 0
40 3 1
40 4 0
40 5 0
40 6 0
40 7 0
40 8 0
40 9 0
40 10 0
40 11 0
40 12 0
40 13 0
40 14 1
40 15 1
40 16 0
40 17 0
40 18 0
40 19 0
40 20 1
40 21 1
40 22 0
40 23 0
40 24 0
40 25 0
40 26 0
40 27 0
40 28 0
40 29 0
40 30 0
40 31 1
40 32 0
40 33 0
40 34 0
40 35 0
40 36 0
40 37 0
40 38 1
40 39 0
40 40 0
41 1 0
41 2 1
41 3 0
41 4 0
41 5 0
41 6 0
41 7 0
41 8 1
41 9 0
41 10 0
41 11 0
41 12 0
41 13 0
41 14 0
41 15 0
41 16 1
41 17 0
41 18 0
41 19 0
41 20 0
41 21 0
41 22 0
41 23 0
41 24 0
41 25 1
41 26 0
41 27 0
41 28 0
41 29 0
41 30 0
41 31 1
41 32 0
41 33 0
41 34 0
41 35 0
41 36 1
41 37 0
41 38 0
41 39 1
41 40 0
42 1 0
42 2 1
42 3 0
42 4 1
42 5 0
42 6 1
42 7 0
42 8 0
42 9 0
42 10 0
42 11 1
42 12 0
42 13 1
42 14 1
42 15 0
42 16 1
42 17 0
42 18 0
42 19 1
42 20 0
42 21 0
42 22 0
42 23 0
42 24 0
42 25 0
42 26 0
42 27 1
42 28 0
42 29 1
42 30 0
42 31 0
42 32 0
42 33 0
42 34 0
42 35 0
42 36 0
42 37 0
42 38 0
42 39 0
42 40 0
43 1 1
43 2 0
43 3 0
43 4 0
43 5 1
43 6 0
43 7 0
43 8 0
43 9 0
43 10 0
43 11 0
43 12 0
43 13 1
43 14 0
43 15 0
43 16 0
43 17 1
43 18 0
43 19 0
43 20 0
43 21 0
43 22 0
43 23 0
43 24 0
43 25 0
43 26 1
43 27 0
43 28 1
43 29 1
43 30 0
43 31 0
43 32 0
43 33 1
43 34 1
43 35 0
43 36 1
43 37 1
43 38 0
43 39 0
43 40 0
44 1 0
44 2 0
44 3 0
44 4 1
44 5 0
44 6 0
44 7 0
44 8 0
44 9 0
44 10 0
44 11 0
44 12 0
44 13 1
44 14 0
44 15 1
44 16 0
44 17 0
44 18 1
44 19 1
44 20 0
44 21 0
44 22 0
44 23 0
44 24 0
44 25 0
44 26 0
44 27 0
44 28 0
44 29 1
44 30 0
44 31 0
44 32 0
44 33 0
44 34 0
44 35 0
44 36 0
44 37 0
44 38 0
44 39 0
44 40 0
45 1 0
45 2 0
45 3 1
45 4 0
45 5 0
45 6 0
45 7 0
45 8 0
45 9 0
45 10 0
45 11 0
45 12 0
45 13 0
45 14 0
45 15 0
45 16 1
45 17 0
45 18 0
45 19 0
45 20 0
45 21 0
45 22 0
45 23 1
45 24 0
45 25 0
45 26 0
45 27 0
45 28 1
45 29 0
45 30 0
45 31 0
45 32 0
45 33 0
45 34 0
45 35 0
45 36 1
45 37 0
45 38 0
45 39 0
45 40 0
46 1 0
46 2 1
46 3 0
46 4 0
46 5 0
46 6 1
46 7 1
46 8 0
46 9 0
46 10 1
46 11 0
46 12 0
46 13 0
46 14 0
46 15 0
46 16 0
46 17 0
46 18 1
46 19 1
46 20 1
46 21 0
46 22 0
46 23 0
46 24 0
46 25 0
46 26 0
46 27 1
46 28 0
46 29 0
46 30 0
46 31 0
46 32 0
46 33 1
46 34 1
46 35 0
46 36 0
46 37 0
46 38 0
46 39 0
46 40 0
47 1 0
47 2 0
47 3 0
47 4 1
47 5 0
47 6 0
47 7 0
47 8 1
47 9 0
47 10 1
47 11 0
47 12 0
47 13 0
47 14 0
47 15 1
47 16 0
47 17 0
47 18 0
47 19 0
47 20 0
47 21 0
47 22 1
47 23 1
47 24 0
47 25 0
47 26 0
47 27 0
47 28 1
47 29 0
47 30 0
47 31 1
47 32 0
47 33 0
47 34 0
47 35 0
47 36 0
47 37 0
47 38 1
47 39 0
47 40 0
48 1 0
48 2 0
48 3 0
48 4 1
48 5 0
48 6 0
48 7 0
48 8 0
48 9 0
48 10 1
48 11 0
48 12 0
48 13 0
48 14 0
48 15 0
48 16 0
48 17 1
48 18 0
48 19 0
48 20 1
48 21 0
48 22 0
48 23 0
48 24 1
48 25 0
48 26 1
48 27 1
48 28 0
48 29 0
48 30 0
48 31 1
48 32 1
48 33 0
48 34 0
48 35 0
48 36 0
48 37 0
48 38 0
48 39 0
48 40 0
49 1 0
49 2 0
49 3 0
49 4 0
49 5 0
49 6 1
49 7 0
49 8 0
49 9 1
49 10 0
49 11 0
49 12 0
49 13 0
49 14 0
49 15 0
49 16 0
49 17 0
49 18 1
49 19 1
49 20 0
49 21 1
49 22 0
49 23 0
49 24 0
49 25 1
49 26 0
49 27 0
49 28 0
49 29 0
49 30 0
49 31 0
49 32 0
49 33 0
49 34 0
49 35 0
49 36 0
49 37 1
49 38 0
49 39 0
49 40 0
50 1 0
50 2 0
50 3 0
50 4 0
50 5 0
50 6 0
50 7 0
50 8 1
50 9 0
50 10 0
50 11 1
50 12 1
50 13 0
50 14 0
50 15 0
50 16 0
50 17 1
50 18 0
50 19 0
50 20 0
50 21 0
50 22 0
50 23 0
50 24 1
50 25 0
50 26 0
50 27 0
50 28 0
50 29 0
50 30 1
50 31 0
50 32 0
50 33 1
50 34 0
50 35 0
50 36 0
50 37 0
50 38 1
50 39 0
50 40 0
51 1 0
51 2 0
51 3 0
51 4 0
51 5 0
51 6 1
51 7 0
51 8 0
51 9 0
51 10 0
51 11 1
51 12 0
51 13 1
51 14 1
51 15 0
51 16 0
51 17 1
51 18 0
51 19 0
51 20 0
51 21 0
51 22 0
51 23 0
51 24 0
51 25 1
51 26 0
51 27 0
51 28 0
51 29 1
51 30 1
51 31 0
51 32 0
51 33 0
51 34 0
51 35 0
51 36 0
51 37 0
51 38 1
51 39 0
51 40 0
52 1 0
52 2 0
52 3 1
52 4 0
52 5 0
52 6 0
52 7 0
52 8 0
52 9 0
52 10 1
52 11 0
52 12 0
52 13 0
52 14 0
52 15 0
52 16 0
52 17 0
52 18 0
52 19 0
52 20 0
52 21 0
52 22 0
52 23 0
52 24 0
52 25 0
52 26 1
52 27 0
52 28 0
52 29 0
52 30 0
52 31 0
52 32 1
52 33 0
52 34 0
52 35 0
52 36 0
52 37 0
52 38 1
52 39 0
52 40 0
53 1 0
53 2 0
53 3 0
53 4 0
53 5 1
53 6 0
53 7 0
53 8 1
53 9 0
53 10 1
53 11 0
53 12 0
53 13 0
53 14 1
53 15 0
53 16 0
53 17 0
53 18 1
53 19 0
53 20 0
53 21 0
53 22 0
53 23 1
53 24 0
53 25 0
53 26 1
53 27 0
53 28 0
53 29 1
53 30 0
53 31 0
53 32 0
53 33 0
53 34 0
53 35 1
53 36 0
53 37 0
53 38 0
53 39 0
53 40 0
54 1 0
54 2 0
54 3 0
54 4 0
54 5 0
54 6 0
54 7 1
54 8 0
54 9 0
54 10 0
54 11 1
54 12 1
54 13 0
54 14 0
54 15 0
54 16 0
54 17 0
54 18 0
54 19 0
54 20 0
54 21 1
54 22 0
54 23 0
54 24 0
54 25 0
54 26 0
54 27 0
54 28 0
54 29 0
54 30 0
54 31 1
54 32 1
54 33 0
54 34 0
54 35 1
54 36 1
54 37 0
54 38 1
54 39 0
54 40 0
55 1 1
55 2 1
55 3 0
55 4 1
55 5 0
55 6 0
55 7 0
55 8 0
55 9 0
55 10 1
55 11 1
55 12 0
55 13 0
55 14 1
55 15 0
55 16 0
55 17 0
55 18 0
55 19 1
55 20 0
55 21 0
55 22 0
55 23 0
55 24 0
55 25 0
55 26 0
55 27 1
55 28 0
55 29 1
55 30 0
55 31 0
55 32 1
55 33 1
55 34 0
55 35 0
55 36 1
55 37 1
55 38 1
55 39 0
55 40 0
56 1 0
56 2 0
56 3 1
56 4 1
56 5 0
56 6 0
56 7 0
56 8 0
56 9 0
56 10 0
56 11 1
56 12 0
56 13 0
56 14 0
56 15 0
56 16 0
56 17 1
56 18 1
56 19 0
56 20 0
56 21 0
56 22 0
56 23 1
56 24 0
56 25 0
56 26 0
56 27 0
56 28 0
56 29 0
56 30 0
56 31 1
56 32 0
56 33 0
56 34 0
56 35 0
56 36 0
56 37 0
56 38 0
56 39 0
56 40 0
57 1 0
57 2 0
57 3 0
57 4 1
57 5 0
57 6 0
57 7 0
57 8 0
57 9 1
57 10 0
57 11 1
57 12 0
57 13 0
57 14 0
57 15 0
57 16 0
57 17 0
57 18 0
57 19 1
57 20 0
57 21 1
57 22 0
57 23 0
57 24 0
57 25 0
57 26 1
57 27 0
57 28 1
57 29 0
57 30 1
57 31 0
57 32 0
57 33 0
57 34 1
57 35 0
57 36 1
57 37 0
57 38 0
57 39 0
57 40 0
58 1 1
58 2 0
58 3 0
58 4 0
58 5 1
58 6 0
58 7 0
58 8 0
58 9 0
58 10 0
58 11 0
58 12 0
58 13 1
58 14 1
58 15 0
58 16 0
58 17 0
58 18 0
58 19 0
58 20 0
58 21 1
58 22 1
58 23 0
58 24 1
58 25 1
58 26 0
58 27 0
58 28 1
58 29 0
58 30 0
58 31 1
58 32 0
58 33 0
58 34 0
58 35 0
58 36 0
58 37 0
58 38 0
58 39 0
58 40 0
59 1 0
59 2 0
59 3 0
59 4 0
59 5 0
59 6 1
59 7 1
59 8 0
59 9 1
